x,y,z
0.0,0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
-0.0,0.0,-0.0
-0.0,0.0,-0.0
-0.0,0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
-0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
-0.0,0.0,-0.0
-0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,-0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
0.0,0.0,-0.0
1.9037559635480044,0.0,-1.9512846863274484
1.9228324912146637,0.0,-1.961036711137588
1.82566775561384,0.0,-1.9108468047511502
1.4881095484944513,-1.1011431412641173,-1.924168444708572
1.8762015568426857,0.0,-1.9371120550152414
-1.8929727871710031,-0.1323695521026859,-1.948124859339209
-1.9092343042070765,-0.17543398752617598,-1.9582019415020544
-1.9230559146130297,-0.21060887551293364,-1.96700495717229
-1.9202468858631552,-0.3385913355990799,-1.9747758299595304
-1.9010841898485225,-0.4916538008357978,-1.9817317947737643
-1.9030338035555325,-0.5277579819014943,-1.987389500141953
-1.864660765332953,-0.678681015585228,-1.992149863677555
-1.7664961820912506,-0.9195797073221531,-1.9957534441398268
-1.6837708657366188,-1.0726803445748885,-1.9982135390856728
1.9773466860726656,0.0,-1.9886410868091133
1.9663480247352771,0.0,-1.9831026321072125
1.9532236455602705,0.0,-1.9764734481192863
1.9381913359224845,0.0,-1.9688531361797834
1.9209305272508113,0.0,-1.960066594404798
1.9016439075888163,0.0,-1.9502019934298171
3.9400625063890877,0.0,-3.96991813839484
1.777722528428554,-3.4889769101670614,-3.95766109149379
2.499272668872236,-2.9785171820010294,-3.9436927064798386
3.108004280082136,-2.2788830233878143,-3.926300447461282
3.6463700268684693,-1.1322279885221493,-3.907996300652321
3.7765335145903127,-4.624919680515731e-15,-3.886661042380883
3.5069806042705673,1.2764365521033798,-3.8637033051562737
3.362400342662377,0.0,-3.66736981645559
3.292247959285928,0.0,-3.6289105578869965
3.2192529617918253,0.0,-3.588455356719281
3.510134585284567,0.0,-3.7470706346609304
3.447741778440718,0.0,-3.7136191395676095
2.9810471363186157,0.0,-3.4531418368312736
2.8982481690446513,0.0,-3.4048484072244105
3.2123238624695896,0.0,-3.5845913923177295
2.726908970641587,0.0,-3.302671022455362
2.6387456418095985,0.0,-3.248843266031526
2.549177236369864,0.0,-3.1932286083961254
2.4584007818448304,0.0,-3.135857638251348
2.3666159631551196,0.0,-3.0767619102914803
3.411037025045902,0.0,-4.523960891771216
3.9466022673275933,0.1723123762763877,-4.86848773445299
3.8111712383385177,0.0,-4.781948078976925
0.825944720293864,-3.5775596294452856,-4.6936110684049
3.6029131945987443,0.0,-4.649460094203677
2.4874678891714934,2.4021198182659615,-4.554988886934407
3.276003966357425,0.5188680547124807,-4.461058014337002
2.7454815601635714,-1.6011175231116366,-4.366860972979435
1.2957591424419428,-2.7474025028695057,-4.269168074668731
2.810322045452608,0.0,-4.106328320131702
-2.673378114166941,-0.18694080864324442,-4.009917378989876
-2.4611115869955644,0.5681923802478271,-3.892954352266253
-2.16523704663758,1.0096666165680204,-3.786086169050673
-1.8391002115460786,1.2997475261715496,-3.675890659294315
-1.499999945420583,1.4999999454205821,-3.5676212801019314
-1.1810566047846265,1.5816266065026787,-3.441458618106278
-1.0388848028911966,1.5258066984430323,-3.327977460071473
-0.9369391444425639,1.442759761753512,-3.2127500185625637
1.5988141379415701,0.0,-3.0972382581340785
1.4844397512669458,0.0,-2.9843991870394406
-1.7477779905011241,-0.49292437303784226,-3.8115169606686434
-1.5312058744146484,-0.6578579606641297,-3.651349215494114
-1.2208097015703623,-0.9116218425365606,-3.491273925386737
-0.7789255298077058,-1.1440053677379312,-3.3274689917736846
0.6596480947250298,0.0,-2.297212388483102
0.5601454627233973,0.0,-2.1168759297103783
1.0157704997532027,0.0,-2.850642734196206
-0.7027145512905452,-0.5639880539149742,-2.6848456723943954
0.7845725575311345,0.0,-2.5053104518700025
0.32569690350143565,0.0,-1.6141794286917068
-0.05332026705364689,-0.19899394571735118,-1.2837871850022207
0.12795625889710896,0.0,-1.0117559345894007
0.08515618401013873,0.0,-0.8253783811568546
0.05096776156941742,0.0,-0.6385468601092166
0.025466197336805177,0.0,-0.4513641309347049
0.00870758821382028,0.0,-0.2639331462900449
0.0007287988428439225,0.0,-0.07635699537535104
-0.0011807880504017547,-0.006074627906704079,-0.22250078407412935
-0.00019991836516606,-0.0012988904751245207,0.10253528604717001
-0.0005670991572701525,-0.0033888509351149886,0.16579440862110983
-0.006311527606539819,-0.03673092706597536,0.6104853953485644
-0.005726674737577626,-0.036156801298432004,0.6050413239995165
-0.01654449167706851,-0.1215666258967049,1.1076428303157677
-0.019827389229620643,-0.16148112664832323,1.2755148831916872
-0.017569308489425863,-0.18246424508612913,1.3539134370043717
-0.011862684511531796,-0.24696718377525104,1.5724246323138804
0.4929605366230156,0.0,2.22027146228342
0.5981304872311738,0.0,2.44567063855944
0.7155686823563834,0.0,2.675011555781364
0.8411374741420223,0.0,2.900237014697286
0.9758546969578131,0.0,3.1238673098545866
1.1177049141451219,0.0,3.3432094073586267
1.269713124691501,0.0,3.5633034177452543
1.4299270097436558,0.0,3.7814375702154015
1.5959961352843979,0.0,3.9949920341402407
2.1257543710579996,0.0,5.050648716026091
2.3448357266207225,0.0,5.304529076124352
2.5719575062299387,0.0,5.555491884141247
2.806620100215133,0.0,5.803399107642141
3.048307311047975,0.0,6.048114394799068
2.05870860634175,0.0,4.970362489406683
-2.2726004143361114,1.057871811930149e-14,5.2221839274419795
-2.332325744185742,-0.9069918776670264,5.4799353691730985
4.071363208181027,0.0,6.989732362413623
2.9604109825626947,0.0,5.96027950609301
1.0306354971148102,-3.036154268813083,6.202882760184332
2.4856039925021998,-2.400319874175036,6.43931316715899
3.644364345799979,-0.741454306090756,6.68044148411655
3.614820868270828,1.647368778718106,6.904346189449106
5.725206798380867,0.0,8.288696012073938
5.254733609645015,0.0,8.577078205020065
-5.31662733733474,1.6508566688285802,8.828276102075687
-5.380671065360824,-2.395629104508264,9.08065463014227
-2.600450947155624,-5.640814161918727,9.325191355553223
8.305668252061139,0.0,10.783290570547376
8.626691738948047,0.0,10.98970811010341
7.167971816441649,0.0,10.0175648453196
7.499720479975847,0.0,10.24675981565206
-6.100850528873601,-4.896450216786414,10.465116576076355
9.86806821243386,0.0,11.753848517573894
10.164318823237027,0.0,11.928975795319495
8.771134980098301,0.0,11.081330683693913
-6.8468343961619835,-5.95186233660754,11.269872383266382
9.390552987626554,0.0,11.465938331718506
11.267385366271384,0.0,12.55959374851748
-2.860437471452587,11.060491028004742,13.519990908805108
0.4105393722427592,11.756309446151162,13.719169326194207
-7.889642246291932,9.156380555875648,13.906311782804417
-11.149157650559143,5.437807521236166,14.088051355202214
-7.33716930569323,10.381854437527878,14.262042337109854
-4.233683118626763,12.295508565748744,14.424414938481872
-1.0433248630375738,13.256699316096167,14.586400055727898
3.226096317270498,13.18396747727095,14.736588391957595
5.125900148702791,12.8481701977884,14.877066184252765
7.041623862400156,12.196450297466384,15.011061374759743
9.0621399387802,11.09150530497139,15.138213552418295
9.63494509221359,10.890324350632682,15.252896645667104
11.340013361619492,9.431389557517718,15.362018083381768
