x,y,z
0.06,0.0,0.0848528137423857
0.0649109197590473,0.003401837155791349,0.09192388155425117
0.05967131372209639,0.006271707796059207,0.0848528137423857
0.07407662554463533,0.011732584878017314,0.10606601717798211
0.06357959404769738,0.013514259903154356,0.09192388155425117
0.07244443697168013,0.019411428382689055,0.10606601717798211
0.07,0.0,0.09899494936611665
0.13481498719186746,0.007065354092797418,0.19091883092036782
0.13923306535155827,0.014633984857471485,0.1979898987322333
0.1333379259803436,0.02111865278043117,0.19091883092036782
0.1369406641027328,0.029107636714486306,0.1979898987322333
0.13039998654902424,0.0349405710888403,0.19091883092036782
0.12839262969984575,0.0417172942406179,0.19091883092036782
0.09802594478220616,0.037628634702256525,0.14849242404917495
0.08221909118783408,0.036606297876822014,0.12727922061357855
0.10692078290260415,0.054478859968745616,0.1697056274847714
0.09093266739736605,0.052499999999999984,0.14849242404917495
0.09225376247399664,0.059910293851652974,0.15556349186104043
0.10921729424061791,0.07935100905948388,0.19091883092036782
0.10880043460397594,0.08810485474697724,0.1979898987322333
0.10775599969422216,0.09702393792203444,0.20506096654409875
0.10253048327204939,0.10253048327204937,0.20506096654409875
0.10036959095382873,0.11147172382160914,0.21213203435596423
0.09439805865747562,0.11657189421854561,0.21213203435596423
0.09110671410533333,0.12539763412811686,0.2192031021678297
0.0844190504273292,0.12999393803154072,0.2192031021678297
0.07750000000000001,0.13423393758658797,0.2192031021678297
0.07036852745962976,0.13810601124919702,0.2192031021678297
0.06304417967674904,0.14159954593460314,0.2192031021678297
0.059130711674974565,0.15404077037203828,0.23334523779156066
0.049442719099991594,0.15216904260722458,0.22627416997969518
0.04270514244191592,0.15937776133769627,0.23334523779156066
0.03430542898493031,0.16139435412107792,0.23334523779156066
0.025811686731638105,0.16296857619819774,0.23334523779156066
0.01724719643916282,0.1640961127357651,0.23334523779156066
0.009158792342515194,0.1747601685820504,0.2474873734152916
1.071565949253934e-17,0.175,0.2474873734152916
-0.009158792342515133,0.1747601685820504,0.2474873734152916
-0.019337765704515866,0.18398655064313058,0.26162950903902255
-0.02737603138204043,0.17284545960414907,0.2474873734152916
-0.03638454589310784,0.17117583012841597,0.2474873734152916
-0.04788152334396636,0.17869627786347764,0.26162950903902255
-0.05716814395936526,0.17594545551460342,0.26162950903902255
-0.06629807066588055,0.17271237890198232,0.26162950903902255
-0.071178912538265,0.15987045508745515,0.2474873734152916
-0.07944833745442068,0.15592614173296437,0.2474873734152916
-0.08499999999999998,0.14722431864335458,0.24041630560342617
-0.09531183112762975,0.1467673493904492,0.2474873734152916
-0.09992349288972042,0.13753288904374109,0.24041630560342617
-0.11013106843372152,0.1360005432549699,0.2474873734152916
-0.11709785611280019,0.130050344458544,0.2474873734152916
-0.12020815280171308,0.1202081528017131,0.24041630560342617
-0.126334620331157,0.11375220308100595,0.24041630560342617
-0.12822908364040017,0.10383786452322323,0.23334523779156066
-0.1334878040718663,0.09698456662825809,0.23334523779156066
-0.14257399655072212,0.0925886359525546,0.24041630560342617
-0.1428941916244324,0.08249999999999999,0.23334523779156066
-0.138106011249197,0.07036852745962976,0.2192031021678297
-0.1461672732228161,0.06507786289212807,0.22627416997969518
-0.1493728682395523,0.057338871927248035,0.22627416997969518
-0.1474137600257488,0.047897634128116866,0.2192031021678297
-0.1545481322062509,0.04141104721640337,0.22627416997969518
-0.14672214011007084,0.031186753622663897,0.21213203435596423
-0.14321480938629494,0.02268299743083349,0.20506096654409875
-0.149178284305241,0.01567926949014806,0.21213203435596423
-0.14979443021318606,0.007850393436441571,0.21213203435596423
-0.15,1.8369701987210297e-17,0.21213203435596423
-0.1446467872876745,1.7714122505879864e-17,0.21209257346955943
-0.09463870772289136,0.004959804505973536,0.13895720330764239
-0.10417042545164344,0.01094875290439517,0.1535842773400258
-0.09360182623665657,0.014825072861847359,0.13895720330764239
-0.08781883941059501,0.018666470554967906,0.1316436662914507
-0.09153942355473156,0.02452791461710084,0.13895720330764239
-0.10910507589846007,0.03545038811839585,0.16821135137240922
-0.12572634665247875,0.048261822736281934,0.19746549943717603
-0.12758481495513846,0.0568044194278092,0.20477903645336776
-0.12443705079081868,0.06340384423795296,0.20477903645336776
-0.1166286342726591,0.06733557339253812,0.19746549943717603
-0.1129447271601015,0.07334716342939099,0.19746549943717603
-0.07666939561558167,0.05570357651118786,0.13895720330764239
-0.07364902293063769,0.05963980282964339,0.13895720330764239
-0.08896014744394311,0.08010007653985858,0.1755248883886009
-0.06701150893763075,0.06701150893763076,0.13895720330764239
-0.060075057404893925,0.06672011058295736,0.1316436662914507
-0.04394511787447405,0.05426770110678569,0.10238951822668388
-0.03518120621759232,0.048422776178262114,0.08776244419430045
